OBJECTID,Address,TotalRoofArea,UsableRoofArea,PercentUsable,PotentialSystemSize,ProjectedAnnualKWH,ProjectedAnnualSavings,EntranceCorridor,HistoricallyProtected,Comments,created_user,created_date,last_edited_user,last_edited_date,ShapeSTArea,ShapeSTLength
2732,2341 HIGHLAND AVE,1044.85397555,167.91684,16.07084264,2.1589308,2590.71696,284.9788656, , ,,,,CITY,2020/12/08 18:58:46+00,1044.83984375,141.364207158735
2733,108 LANKFORD AVE,1251.58278869,342.29202,27.3487317,4.4008974,5281.07688,580.9184568, , ,,,,CITY,2020/12/08 18:58:46+00,1251.5859375,156.417750635227
2734,2425 JEFFERSON PARK AVE,1405.04880214,400.41708,28.49844592,5.1482196,6177.86352,679.5649872, , ,,,,CITY,2020/12/08 18:58:46+00,1405.04296875,161.415213190772
2735,918 BOLLING AVE,1171.6373003,355.2087,30.31729058,4.566969,5480.3628,602.839908, , ,,,,CITY,2020/12/08 18:58:46+00,1171.625,157.6425701673
2736,1020 TUFTON AVE,1081.75400637,148.54182,13.73157112,1.9098234,2291.78808,252.0966888, , ,,,,CITY,2020/12/08 18:58:46+00,1081.75,146.914531515769
2737,109 ELKHORN RD,2167.28970694,355.2087,16.38953421,4.566969,5480.3628,602.839908, , ,,,,CITY,2020/12/08 18:58:46+00,2167.296875,221.212563362974
2738,718 MONTROSE AVE,1060.85313475,290.6253,27.39543144,3.736611,4483.9332,493.232652, , ,,,,CITY,2020/12/08 18:58:46+00,1060.85546875,144.786458527082
2739,910+ 1ST ST S,2113.12999116,600.62562,28.42350607,7.7223294,9266.79528,1019.347481, , ,,,,CITY,2020/12/08 18:58:46+00,2113.125,216.558319148232
2740,810 BLENHEIM AVE,946.94514937,71.04174,7.50220193,0.9133938,1096.07256,120.5679816, , ,,,,CITY,2020/12/08 18:58:46+00,946.94921875,130.319888750581
2741,2322 CRESTMONT AVE,1338.28062885,258.3336,19.30339504,3.321432,3985.7184,438.429024, , ,,,,CITY,2020/12/08 18:58:46+00,1338.27734375,153.314307181554
2742,1314+ CARLTON AVE,1412.78140766,322.917,22.85682796,4.15179,4982.148,548.03628, , ,,,,CITY,2020/12/08 18:58:46+00,1412.78515625,161.67088447182
2743,800+ ORANGEDALE AVE,1287.95318153,284.16696,22.06345358,3.6535752,4384.29024,482.2719264, , ,,,,CITY,2020/12/08 18:58:46+00,1287.94921875,144.998274633912
2744,608 ELLIOTT AVE,1080.74980561,310.00032,28.68381893,3.9857184,4782.86208,526.1148288, , ,,,,CITY,2020/12/08 18:58:46+00,1080.75390625,145.932028061392
2745,2321+ CRESTMONT AVE,1337.18219373,174.37518,13.04049562,2.2419666,2690.35992,295.9395912, , ,,,,CITY,2020/12/08 18:58:46+00,1337.171875,152.95237271378
2746,1006 AVON ST,1074.77063385,174.37518,16.22440934,2.2419666,2690.35992,295.9395912,Yes, ,,,,CITY,2020/12/08 18:58:46+00,1074.765625,132.237740026988
2747,623+ BAILEY RD,1631.84101792,413.33376,25.32929088,5.3142912,6377.14944,701.4864384, , ,,,,CITY,2020/12/08 18:58:46+00,1631.8359375,165.840848409193
2748,809+ ORANGEDALE AVE,1292.74336643,381.04206,29.47545953,4.8991122,5878.93464,646.6828104, , ,,,,CITY,2020/12/08 18:58:46+00,1292.7421875,144.893462862799
2749,1113 RAYON ST,895.00800804,393.95874,44.01734394,5.0651838,6078.22056,668.6042616, , ,,,,CITY,2020/12/08 18:58:46+00,895.0078125,139.262013181539
2750,920 BOLLING AVE,1379.00928744,335.83368,24.35325802,4.3178616,5181.43392,569.9577312, , ,,,,CITY,2020/12/08 18:58:46+00,1378.99609375,153.318728486216
2751,818+ RIDGE ST,885.36775601,206.66688,23.34248942,2.6571456,3188.57472,350.7432192, ,Yes,,,,CITY,2020/12/08 18:58:46+00,885.36328125,137.035535294686
2752,812 BLENHEIM AVE,1251.95505503,368.12538,29.40404138,4.7330406,5679.64872,624.7613592, , ,,,,CITY,2020/12/08 18:58:46+00,1251.9609375,148.50746433185
2753,1119 LEONARD ST,1286.66713963,607.08396,47.18267339,7.8053652,9366.43824,1030.308206, , ,,,,CITY,2020/12/08 18:58:46+00,1286.65625,165.561862083868
2754,610 ELLIOTT AVE,1054.05570045,322.917,30.6356676,4.15179,4982.148,548.03628, , ,,,,CITY,2020/12/08 18:58:46+00,1054.0625,150.257536407503
2755,2417 SUNSET RD,1301.56184236,620.00064,47.63512685,7.9714368,9565.72416,1052.229658, , ,,,,CITY,2020/12/08 18:58:46+00,1301.5625,148.325657422843
2756,618 SHAMROCK RD,2032.97193299,413.33376,20.33150278,5.3142912,6377.14944,701.4864384, , ,,,,CITY,2020/12/08 18:58:46+00,2032.98046875,210.931991571864
2757,106 LANKFORD AVE,980.83584855,413.33376,42.14097004,5.3142912,6377.14944,701.4864384, , ,,,,CITY,2020/12/08 18:58:46+00,980.85546875,135.386156744238
2758,2418+ SUNSET RD,1721.19453336,749.16744,43.52601875,9.6321528,11558.58336,1271.44417, , ,,,,CITY,2020/12/08 18:58:46+00,1721.1953125,166.501354300776
2759,701 SHAMROCK RD,2034.31978777,529.58388,26.03247938,6.8089356,8170.72272,898.7794992, , ,,,,CITY,2020/12/08 18:58:46+00,2034.32421875,224.491363682445
2760,315 CARLTON RD,1207.22872806,594.16728,49.21745657,7.6392936,9167.15232,1008.386755, , ,,,,CITY,2020/12/08 18:58:46+00,1207.23046875,144.116758673942
2761,1122 LEONARD ST,1332.90672667,671.66736,50.39117493,8.6357232,10362.86784,1139.915462, , ,,,,CITY,2020/12/08 18:58:46+00,1332.90625,168.821374197241
2762,1200 MONTICELLO RD,5910.05879484,2957.91972,50.04890557,38.0303964,45636.47568,5020.012325, , ,,,,CITY,2020/12/08 18:58:46+00,5910.0625,334.081916103746
2763,111+ HAMMOND ST,1334.56231808,413.33376,30.97148321,5.3142912,6377.14944,701.4864384, , ,,,,CITY,2020/12/08 18:58:46+00,1334.55078125,155.42302799342
2764,2343 HIGHLAND AVE,1147.74378038,64.5834,5.6269876,0.830358,996.4296,109.607256, , ,,,,CITY,2020/12/08 18:58:46+00,1147.734375,150.178048125508
2765,808 MERIDIAN ST,969.00216852,290.6253,29.99222308,3.736611,4483.9332,493.232652, , ,,,,CITY,2020/12/08 18:58:46+00,969.00390625,133.215086134699
2766,720 MONTROSE AVE,976.93414038,251.87526,25.78221357,3.2383962,3886.07544,427.4682984, , ,,,,CITY,2020/12/08 18:58:46+00,976.9296875,135.595878043507
2767,706 CASTALIA ST,930.83582359,167.91684,18.03936135,2.1589308,2590.71696,284.9788656, , ,,,,CITY,2020/12/08 18:58:46+00,930.83203125,130.793189970151
2768,1109 6TH ST SE,1062.39725208,329.37534,31.00303151,4.2348258,5081.79096,558.9970056, , ,,,,CITY,2020/12/08 18:58:46+00,1062.39453125,130.403679567056
2769,801 MONTROSE AVE,1196.74537323,226.0419,18.88805369,2.906253,3487.5036,383.625396, , ,,,,CITY,2020/12/08 18:58:46+00,1196.75,152.750679414024
2770,501+ RIVES ST,1944.12281232,632.91732,32.55541958,8.1375084,9765.01008,1074.151109, , ,,,,CITY,2020/12/08 18:58:46+00,1944.12109375,196.865175315249
2771,312 CARLTON RD,1196.28648772,594.16728,49.66764289,7.6392936,9167.15232,1008.386755, , ,,,,CITY,2020/12/08 18:58:46+00,1196.27734375,149.818136981679
2772,205 HUNTLEY AVE,1427.88538493,548.9589,38.4455838,7.058043,8469.6516,931.661676, , ,,,,CITY,2020/12/08 18:58:46+00,1427.88671875,162.750444687238
2773,104 LANKFORD AVE,1427.40029807,426.25044,29.86201251,5.4803628,6576.43536,723.4078896, , ,,,,CITY,2020/12/08 18:58:46+00,1427.4140625,168.454521259271
2774,501 DRUID AVE,972.49524243,58.12506,5.97689935,0.7473222,896.78664,98.6465304, , ,,,,CITY,2020/12/08 18:58:46+00,972.49609375,124.740218227237
2775,619+ BAILEY RD,1626.10003164,413.33376,25.41871696,5.3142912,6377.14944,701.4864384, , ,,,,CITY,2020/12/08 18:58:46+00,1626.09765625,194.182461626732
2776,825+ RIDGE ST,1449.52623967,400.41708,27.62399654,5.1482196,6177.86352,679.5649872, , ,,,,CITY,2020/12/08 18:58:46+00,1449.51953125,169.060864551118
2777,822 BLENHEIM AVE,831.33295481,219.58356,26.41343186,2.8232172,3387.86064,372.6646704, , ,,,,CITY,2020/12/08 18:58:46+00,831.33984375,121.478443941303
2778,1026 TUFTON AVE,1834.84579015,587.70894,32.03042612,7.5562578,9067.50936,997.4260296, , ,,,,CITY,2020/12/08 18:58:46+00,1834.859375,214.969167077038
2779,2320 CRESTMONT AVE,1575.39312019,736.25076,46.73441397,9.4660812,11359.29744,1249.522718, , ,,,,CITY,2020/12/08 18:58:46+00,1575.38671875,177.036891322373
2780,922 BOLLING AVE,1218.98160405,335.83368,27.55034907,4.3178616,5181.43392,569.9577312, , ,,,,CITY,2020/12/08 18:58:46+00,1218.984375,151.714554751808
2781,2428 JEFFERSON PARK AVE,2409.75729931,568.33392,23.58469566,7.3071504,8768.58048,964.5438528, , ,,,,CITY,2020/12/08 18:58:46+00,2409.765625,219.662518303525
2782,110 ELKHORN RD,1604.97755554,368.12538,22.93648181,4.7330406,5679.64872,624.7613592, , ,,,,CITY,2020/12/08 18:58:46+00,1604.9765625,169.530986037041
2783,722 MONTROSE AVE,1335.92053995,316.45866,23.68843412,4.0687542,4882.50504,537.0755544, , ,,,,CITY,2020/12/08 18:58:46+00,1335.921875,157.493846109442
2784,107 ELKHORN RD,1676.08630245,523.12554,31.2111343,6.7258998,8071.07976,887.8187736, , ,,,,CITY,2020/12/08 18:58:46+00,1676.09765625,170.829925475012
2785,804+ ORANGEDALE AVE,1299.0276797,458.54214,35.2988729,5.8955418,7074.65016,778.2115176, , ,,,,CITY,2020/12/08 18:58:46+00,1299.02734375,145.190369918999
2786,505+ DRUID AVE,1925.95991994,523.12554,27.16180845,6.7258998,8071.07976,887.8187736, , ,,,,CITY,2020/12/08 18:58:46+00,1925.98046875,199.735420855452
2787,252+ STRIBLING AVE,1489.04626906,393.95874,26.45711843,5.0651838,6078.22056,668.6042616, , ,,,,CITY,2020/12/08 18:58:46+00,1489.0546875,156.956446553869
2788,2308+ CRESTMONT AVE,1560.0469668,400.41708,25.66698916,5.1482196,6177.86352,679.5649872, , ,,,,CITY,2020/12/08 18:58:46+00,1560.0625,177.848055704984
2789,2319 CRESTMONT AVE,1325.40082445,510.20886,38.49468402,6.5598282,7871.79384,865.8973224, , ,,,,CITY,2020/12/08 18:58:46+00,1325.3984375,152.464420764649
2790,102 LANKFORD AVE,1076.26823065,258.3336,24.00271536,3.321432,3985.7184,438.429024, , ,,,,CITY,2020/12/08 18:58:46+00,1076.2578125,149.428842471601
2791,801+ PROSPECT AVE,1314.51688387,400.41708,30.46115831,5.1482196,6177.86352,679.5649872, , ,,,,CITY,2020/12/08 18:58:46+00,1314.51171875,146.540282311349
2792,503 DRUID AVE,1105.63352975,348.75036,31.54303342,4.4839332,5380.71984,591.8791824, , ,,,,CITY,2020/12/08 18:58:46+00,1105.62109375,151.726818255723
2793,601 ALTAVISTA AVE,1120.37538816,303.54198,27.09288176,3.9026826,4683.21912,515.1541032, , ,,,,CITY,2020/12/08 18:58:46+00,1120.37109375,146.356474149101
2794,803 MONTROSE AVE,1106.01322099,310.00032,28.02862638,3.9857184,4782.86208,526.1148288, , ,,,,CITY,2020/12/08 18:58:46+00,1106.02734375,134.1310600373
2795,935 MONTICELLO AVE,1289.69010927,393.95874,30.54677563,5.0651838,6078.22056,668.6042616,Yes, ,,,,CITY,2020/12/08 18:58:46+00,1289.69140625,151.96631700017
2796,822 RIDGE ST,1581.59261128,426.25044,26.95070989,5.4803628,6576.43536,723.4078896, , ,,,,CITY,2020/12/08 18:58:46+00,1581.58203125,164.512134141745
2797,813+ ORANGEDALE AVE,1273.41933312,432.70878,33.98007088,5.5633986,6676.07832,734.3686152, , ,,,,CITY,2020/12/08 18:58:46+00,1273.421875,143.829317937
2798,1018 AVON ST,1191.27824888,322.917,27.10676587,4.15179,4982.148,548.03628,Yes, ,,,,CITY,2020/12/08 18:58:46+00,1191.2734375,152.751727424967
2799,614 ELLIOTT AVE,1066.60281426,258.3336,24.22022496,3.321432,3985.7184,438.429024, , ,,,,CITY,2020/12/08 18:58:46+00,1066.60546875,138.83284502226
2800,824 BLENHEIM AVE,1050.75013934,348.75036,33.1906078,4.4839332,5380.71984,591.8791824, , ,,,,CITY,2020/12/08 18:58:46+00,1050.75390625,140.758689623749
2801,2306 CRESTMONT AVE,1500.29132855,387.5004,25.82834361,4.982148,5978.5776,657.643536, , ,,,,CITY,2020/12/08 18:58:46+00,1500.2890625,169.644218276148
2802,225 HARTMANS MILL RD,952.00824059,284.16696,29.84921164,3.6535752,4384.29024,482.2719264, , ,,,,CITY,2020/12/08 18:58:46+00,952.01953125,133.348988910365
2803,100 LANKFORD AVE,1119.35960374,393.95874,35.19500987,5.0651838,6078.22056,668.6042616, , ,,,,CITY,2020/12/08 18:58:46+00,1119.36328125,143.411196563121
2804,254+ STRIBLING AVE,2766.36767834,800.83416,28.94894156,10.2964392,12355.72704,1359.129974, , ,,,,CITY,2020/12/08 18:58:46+00,2766.359375,235.09356199123
2805,1603 TRAILRIDGE RD,2310.39710065,277.70862,12.01995217,3.5705394,4284.64728,471.3112008, , ,,,,CITY,2020/12/08 18:58:46+00,2310.41015625,224.804424076469
2806,230 HARTMANS MILL RD,1178.7881713,329.37534,27.94185954,4.2348258,5081.79096,558.9970056, , ,,,,CITY,2020/12/08 18:58:46+00,1178.7890625,160.588173484061
2807,317 CARLTON RD,1916.01384777,639.37566,33.37009576,8.2205442,9864.65304,1085.111834, , ,,,,CITY,2020/12/08 18:58:46+00,1916,201.218414279951
2808,924 BOLLING AVE,1270.97478908,419.7921,33.02914514,5.397327,6476.7924,712.447164, , ,,,,CITY,2020/12/08 18:58:46+00,1270.9609375,150.25964723032
2809,2310+ CRESTMONT AVE,1330.77479402,510.20886,38.33923386,6.5598282,7871.79384,865.8973224, , ,,,,CITY,2020/12/08 18:58:46+00,1330.76953125,152.617062484471
2810,732 MONTROSE AVE,1610.28040707,516.6672,32.08554219,6.642864,7971.4368,876.858048, , ,,,,CITY,2020/12/08 18:58:46+00,1610.28125,164.903545423816
2811,1111 6TH ST SE,1484.92193973,393.95874,26.53060309,5.0651838,6078.22056,668.6042616, , ,,,,CITY,2020/12/08 18:58:46+00,1484.92578125,172.266464050596
2812,1121 LEONARD ST,1321.1396575,639.37566,48.39576693,8.2205442,9864.65304,1085.111834, , ,,,,CITY,2020/12/08 18:58:46+00,1321.1328125,153.736938399077
2813,109+ HAMMOND ST,1344.12967017,561.87558,41.80218531,7.2241146,8668.93752,953.5831272, , ,,,,CITY,2020/12/08 18:58:46+00,1344.12109375,155.419997708979
2814,2419+ SUNSET RD,1452.08920272,232.50024,16.01142983,2.9892888,3587.14656,394.5861216, , ,,,,CITY,2020/12/08 18:58:46+00,1452.0859375,163.962671023547
2815,1301 MIDLAND ST,1169.78219937,264.79194,22.63600367,3.4044678,4085.36136,449.3897496, , ,,,,CITY,2020/12/08 18:58:46+00,1169.7890625,137.853509923097
2816,805 MONTROSE AVE,1052.77724513,322.917,30.67287048,4.15179,4982.148,548.03628, , ,,,,CITY,2020/12/08 18:58:46+00,1052.77734375,130.723729388012
2817,615+ BAILEY RD,1276.18376551,381.04206,29.8579293,4.8991122,5878.93464,646.6828104, , ,,,,CITY,2020/12/08 18:58:46+00,1276.19921875,143.910613406503
2818,2420+ SUNSET RD,1720.24561046,568.33392,33.03795265,7.3071504,8768.58048,964.5438528, , ,,,,CITY,2020/12/08 18:58:46+00,1720.23828125,166.437572746903
2819,826 BLENHEIM AVE,929.22889944,206.66688,22.24068532,2.6571456,3188.57472,350.7432192, , ,,,,CITY,2020/12/08 18:58:46+00,929.234375,134.251816723263
2820,907+ BLENHEIM AVE,1294.71954726,238.95858,18.4563968,3.0723246,3686.78952,405.5468472, , ,,,,CITY,2020/12/08 18:58:46+00,1294.71484375,173.578280346772
2821,603+ ALTAVISTA AVE,968.39542703,232.50024,24.008812,2.9892888,3587.14656,394.5861216, , ,,,,CITY,2020/12/08 18:58:46+00,968.3984375,133.179004956001
2822,2304 CRESTMONT AVE,1363.42192707,368.12538,27.00010586,4.7330406,5679.64872,624.7613592, , ,,,,CITY,2020/12/08 18:58:46+00,1363.421875,153.302315571506
2823,108 ELKHORN RD,1414.21525421,129.1668,9.13346148,1.660716,1992.8592,219.214512, , ,,,,CITY,2020/12/08 18:58:46+00,1414.2265625,157.659571940444
2824,105 ELKHORN RD,1575.63069062,245.41692,15.57578947,3.1553604,3786.43248,416.5075728, , ,,,,CITY,2020/12/08 18:58:46+00,1575.62890625,169.296325613956
2825,1103 AVON ST,1124.75894393,277.70862,24.69050255,3.5705394,4284.64728,471.3112008,Yes, ,,,,CITY,2020/12/08 18:58:46+00,1124.76171875,140.855716108431
2826,1303+ MIDLAND ST,1293.14922264,264.79194,20.47651904,3.4044678,4085.36136,449.3897496, , ,,,,CITY,2020/12/08 18:58:46+00,1293.140625,144.617941305157
2827,1124 LEONARD ST,1122.46387178,510.20886,45.45436821,6.5598282,7871.79384,865.8973224, , ,,,,CITY,2020/12/08 18:58:46+00,1122.4609375,149.473961445005
2828,934 MONTICELLO AVE,1136.57000127,264.79194,23.29745976,3.4044678,4085.36136,449.3897496,Yes, ,,,,CITY,2020/12/08 18:58:46+00,1136.55859375,167.914751255311
2829,314 CARLTON RD,1183.48185954,477.91716,40.38229831,6.1446492,7373.57904,811.0936944, , ,,,,CITY,2020/12/08 18:58:46+00,1183.4921875,141.116526892784
2830,1205 MONTICELLO RD,1649.91950428,529.58388,32.09755869,6.8089356,8170.72272,898.7794992, , ,,,,CITY,2020/12/08 18:58:46+00,1649.93359375,177.397394597236
2831,829+ RIDGE ST,1334.71071678,419.7921,31.45191552,5.397327,6476.7924,712.447164, , ,,,,CITY,2020/12/08 18:58:46+00,1334.703125,150.516437399225
2832,703 SHAMROCK RD,1477.25903337,355.2087,24.04511947,4.566969,5480.3628,602.839908, , ,,,,CITY,2020/12/08 18:58:46+00,1477.265625,163.696342818411
2833,507 DRUID AVE,989.24205824,284.16696,28.72572581,3.6535752,4384.29024,482.2719264, , ,,,,CITY,2020/12/08 18:58:46+00,989.25,131.615684707156
2834,2312 CRESTMONT AVE,1570.82381202,439.16712,27.95775754,5.6464344,6775.72128,745.3293408, , ,,,,CITY,2020/12/08 18:58:46+00,1570.82421875,185.398131127471
2835,807 MONTROSE AVE,1323.03961607,329.37534,24.89534965,4.2348258,5081.79096,558.9970056, , ,,,,CITY,2020/12/08 18:58:46+00,1323.05859375,171.153307754361
2836,228 HARTMANS MILL RD,1179.7695717,329.37534,27.91861655,4.2348258,5081.79096,558.9970056, , ,,,,CITY,2020/12/08 18:58:46+00,1179.76953125,149.547218113776
2837,2429 JEFFERSON PARK AVE,1558.57580739,439.16712,28.17746293,5.6464344,6775.72128,745.3293408, , ,,,,CITY,2020/12/08 18:58:46+00,1558.5703125,183.308685303989
2838,824 RIDGE ST,1145.030429,342.29202,29.89370443,4.4008974,5281.07688,580.9184568, , ,,,,CITY,2020/12/08 18:58:46+00,1145.02734375,139.350874894378
2839,611+ BAILEY RD,1247.2467274,381.04206,30.55065717,4.8991122,5878.93464,646.6828104, , ,,,,CITY,2020/12/08 18:58:46+00,1247.25390625,142.272959873218
2840,2318+ CRESTMONT AVE,1383.51400169,716.87574,51.81557291,9.2169738,11060.36856,1216.640542, , ,,,,CITY,2020/12/08 18:58:46+00,1383.5234375,155.947218020234
2841,808+ ORANGEDALE AVE,1333.08870935,335.83368,25.19214873,4.3178616,5181.43392,569.9577312, , ,,,,CITY,2020/12/08 18:58:46+00,1333.0859375,147.024788213747
2842,256+ STRIBLING AVE,1240.27814682,316.45866,25.51513628,4.0687542,4882.50504,537.0755544, , ,,,,CITY,2020/12/08 18:58:46+00,1240.265625,140.888438297843
2843,1605 TRAILRIDGE RD,2485.64888166,200.20854,8.05457847,2.5741098,3088.93176,339.7824936, , ,,,,CITY,2020/12/08 18:58:46+00,2485.63671875,240.55372195231
2844,805+ PROSPECT AVE,1282.3973475,413.33376,32.23133291,5.3142912,6377.14944,701.4864384, , ,,,,CITY,2020/12/08 18:58:46+00,1282.390625,145.087762772147
2845,1809 E MARKET ST,1311.60443034,277.70862,21.17319927,3.5705394,4284.64728,471.3112008, ,Yes,,,,CITY,2020/12/08 18:58:46+00,1311.60546875,168.938528724062
2846,1808 E MARKET ST,1154.99900904,213.12522,18.45241647,2.7401814,3288.21768,361.7039448, ,Yes,,,,CITY,2020/12/08 18:58:46+00,1155,144.876218465957
2847,1810 E MARKET ST,2014.1990677,310.00032,15.39074902,3.9857184,4782.86208,526.1148288, ,Yes,,,,CITY,2020/12/08 18:58:46+00,2014.203125,213.28413563849
2848,203 RIVERSIDE AVE,1372.2900854,316.45866,23.0606237,4.0687542,4882.50504,537.0755544, ,Yes,,,,CITY,2020/12/08 18:58:46+00,1372.2890625,188.179185514789
2849,202 RIVERSIDE AVE,1434.3309905,413.33376,28.81718175,5.3142912,6377.14944,701.4864384, ,Yes,,,,CITY,2020/12/08 18:58:46+00,1434.328125,188.650059910133
2850,1812 E MARKET ST,895.85921692,290.6253,32.44095603,3.736611,4483.9332,493.232652, ,Yes,,,,CITY,2020/12/08 18:58:46+00,895.86328125,130.769012657607
2851,1819 E MARKET ST,1992.53420161,516.6672,25.93015472,6.642864,7971.4368,876.858048, ,Yes,,,,CITY,2020/12/08 18:58:46+00,1992.53125,222.354002695922
2852,1901 E MARKET ST,1641.79825657,419.7921,25.56904272,5.397327,6476.7924,712.447164, ,Yes,,,,CITY,2020/12/08 18:58:46+00,1641.8125,198.97068295988
2853,1500-43 CARLTON AVE,1479.09560536,439.16712,29.6915979,5.6464344,6775.72128,745.3293408, , ,,,,CITY,2020/12/08 18:58:46+00,1479.09765625,229.412299505385
2854,1500-51 CARLTON AVE,911.18125339,174.37518,19.13726606,2.2419666,2690.35992,295.9395912, , ,,,,CITY,2020/12/08 18:58:46+00,911.1875,158.177746753235
2855,1500-50 CARLTON AVE,649.09160085,142.08348,21.88959033,1.8267876,2192.14512,241.1359632, , ,,,,CITY,2020/12/08 18:58:46+00,649.08984375,123.728892694514
2856,1500-49 CARLTON AVE,528.34253522,264.79194,50.11747966,3.4044678,4085.36136,449.3897496, , ,,,,CITY,2020/12/08 18:58:46+00,528.3359375,119.49441696593
2857,1500-48 CARLTON AVE,980.33328314,355.2087,36.23346395,4.566969,5480.3628,602.839908, , ,,,,CITY,2020/12/08 18:58:46+00,980.33203125,166.894067523294
2858,1500-47 CARLTON AVE,855.12715186,329.37534,38.51770631,4.2348258,5081.79096,558.9970056, , ,,,,CITY,2020/12/08 18:58:46+00,855.12890625,158.695415278373
2859,1500-46 CARLTON AVE,766.95620594,264.79194,34.52503945,3.4044678,4085.36136,449.3897496, , ,,,,CITY,2020/12/08 18:58:46+00,766.97265625,140.681656664767
2860,1500-44 CARLTON AVE,780.61851901,167.91684,21.51074229,2.1589308,2590.71696,284.9788656, , ,,,,CITY,2020/12/08 18:58:46+00,780.625,140.862400543778
2861,1500-45 CARLTON AVE,784.16786497,271.25028,34.59084122,3.4875036,4185.00432,460.3504752, , ,,,,CITY,2020/12/08 18:58:46+00,784.16015625,141.522221174319
2862,1500-52 CARLTON AVE,682.71448283,187.29186,27.43341046,2.4080382,2889.64584,317.8610424, , ,,,,CITY,2020/12/08 18:58:46+00,682.71484375,132.287034844009
2863,1500-53 CARLTON AVE,1066.53873791,264.79194,24.82722169,3.4044678,4085.36136,449.3897496, , ,,,,CITY,2020/12/08 18:58:46+00,1066.5390625,176.441240637401
2864,1500-54 CARLTON AVE,1000.18422,271.25028,27.12002987,3.4875036,4185.00432,460.3504752, , ,,,,CITY,2020/12/08 18:58:46+00,1000.203125,171.905355890753
2865,1500-55 CARLTON AVE,872.38141955,12.91668,1.48062291,0.1660716,199.28592,21.9214512, , ,,,,CITY,2020/12/08 18:58:46+00,872.390625,164.795618689712
2866,1500-56 CARLTON AVE,907.48992031,122.70846,13.52174326,1.5776802,1893.21624,208.2537864, , ,,,,CITY,2020/12/08 18:58:46+00,907.5,160.75776343135
2867,1500-57 CARLTON AVE,1036.32305044,290.6253,28.04389001,3.736611,4483.9332,493.232652, , ,,,,CITY,2020/12/08 18:58:46+00,1036.32421875,178.304370302672
2868,1500-58 CARLTON AVE,1039.65908159,348.75036,33.54468556,4.4839332,5380.71984,591.8791824, , ,,,,CITY,2020/12/08 18:58:46+00,1039.6484375,158.804951047501
2869,703 ELLIOTT AVE,2296.71645537,729.79242,31.77546895,9.3830454,11259.65448,1238.561993, , ,,,,CITY,2020/12/08 18:58:46+00,2296.70703125,215.352860897145
2870,202 LANKFORD AVE,951.41551223,206.66688,21.72204223,2.6571456,3188.57472,350.7432192, , ,,,,CITY,2020/12/08 18:58:46+00,951.4140625,131.465622966947
2871,200 LANKFORD AVE,1067.16533453,206.66688,19.36596573,2.6571456,3188.57472,350.7432192, , ,,,,CITY,2020/12/08 18:58:46+00,1067.171875,137.614035104446
2872,912 MONTICELLO AVE,1917.97027456,135.62514,7.07128461,1.7437518,2092.50216,230.1752376,Yes, ,,,,CITY,2020/12/08 18:58:46+00,1917.96484375,186.249482107166
2873,2317+ CRESTMONT AVE,1456.48146321,458.54214,31.48286795,5.8955418,7074.65016,778.2115176, , ,,,,CITY,2020/12/08 18:58:46+00,1456.4765625,165.661921489528
2874,232 HARTMANS MILL RD,2078.33729131,594.16728,28.58858704,7.6392936,9167.15232,1008.386755, , ,,,,CITY,2020/12/08 18:58:46+00,2078.33203125,209.285876870888
2875,114 ELKHORN RD,1963.64872571,213.12522,10.85353101,2.7401814,3288.21768,361.7039448, , ,,,,CITY,2020/12/08 18:58:46+00,1963.6484375,193.72648833597
2876,1022 TUFTON AVE,1466.64906898,406.87542,27.74183775,5.2312554,6277.50648,690.5257128, , ,,,,CITY,2020/12/08 18:58:46+00,1466.640625,172.421852006951
2877,817 BLENHEIM AVE,1735.21656976,393.95874,22.70372132,5.0651838,6078.22056,668.6042616, , ,,,,CITY,2020/12/08 18:58:46+00,1735.21484375,190.671061549425
2878,1905 CHESAPEAKE ST,1572.34029683,284.16696,18.07286624,3.6535752,4384.29024,482.2719264, , ,,,,CITY,2020/12/08 18:58:46+00,1572.35546875,186.816397095998
2879,1620 E MARKET ST,1620.44382711,290.6253,17.93491989,3.736611,4483.9332,493.232652, ,Yes,,,,CITY,2020/12/08 18:58:46+00,1620.44140625,188.966471262917
2880,764 RIDGE ST,1473.76121724,361.66704,24.54040968,4.6500048,5580.00576,613.8006336, , ,,,,CITY,2020/12/08 18:58:46+00,1473.765625,187.800753959214
2881,1110 LEONARD ST,1884.53737179,574.79226,30.50044329,7.3901862,8868.22344,975.5045784, , ,,,,CITY,2020/12/08 18:58:46+00,1884.515625,183.115085780714
2882,1001 BELMONT AVE,1312.94416267,284.16696,21.64349189,3.6535752,4384.29024,482.2719264, , ,,,,CITY,2020/12/08 18:58:46+00,1312.9296875,164.126400916798
2883,937 BELMONT AVE,1286.83893306,322.917,25.09381619,4.15179,4982.148,548.03628, , ,,,,CITY,2020/12/08 18:58:46+00,1286.828125,154.696063793765
2884,929 BELMONT AVE,1530.10004956,303.54198,19.8380477,3.9026826,4683.21912,515.1541032, , ,,,,CITY,2020/12/08 18:58:46+00,1530.109375,192.101637173802
2885,927+ BELMONT AVE,1222.43711085,232.50024,19.01940284,2.9892888,3587.14656,394.5861216, , ,,,,CITY,2020/12/08 18:58:46+00,1222.4296875,171.265191823337
